project,change_id,target,1_references_bug_tracker,2_author_success_rate,3_churn_log_size,5_deletion_ratio,6_file_count,8_avg_sentence_length,9_msg_complexity,10_has_security_impact,11_nlp_change_type,12_is_test_change,13_is_revert,14_modifies_dependencies,15_author_submission_count,16_author_trust_score,17_historical_file_prob,18_is_documentation_only,19_author_file_confidence,20_risk_module_coupling,21_file_extension_entropy,22_relation_depth,23_project_acceptance_rate,24_change_entropy,25_directory_depth,26_msg_readability_ease,27_msg_gunning_fog,28_has_gerrit_topic,29_has_subject_tag,31_test_code_ratio,32_config_change,33_desc_density,34_is_weekend,35_bug_heat,36_bug_severity,37_bug_comments,38_is_bot,full_text_dl,40_sem_vec_0,40_sem_vec_1,40_sem_vec_2,40_sem_vec_3,40_sem_vec_4,40_sem_vec_5,40_sem_vec_6,40_sem_vec_7,40_sem_vec_8,40_sem_vec_9,40_sem_vec_10,40_sem_vec_11,40_sem_vec_12,40_sem_vec_13,40_sem_vec_14
openstack/python-octaviaclient,Ia7a5ebbfc32f354ba733cc404539239fd6009e7a,0,0,0.0,3.9318,0.14,6,35.0,302,0,CI,0,0,0,3,0.022727,0.125,0,0.0,5,2,0,0.069,2.0281,3.5,6.94,27.71,1,0,0.42,1,5.9216,0,0,0,0,0,"Add the ability to specify TLS protocols for a pool

Updated the pool create and set parameters to add
a repeatable  argumet ""--tls-version"" for passing TLS
Protocols

Story: 2006733
Task: 37175
Depends-On: I480b7fb9756d98ba9dbcdfd1d4b193ce6868e291
[SEP]
FILES CHANGED:
releasenotes/notes/add-tls-version-support-to-pools-852f02b034f436f9.yaml (+6, -0)
octaviaclient/tests/unit/osc/v2/constants.py (+2, -1)
octaviaclient/osc/v2/constants.py (+2, -1)
octaviaclient/osc/v2/utils.py (+1, -0)
octaviaclient/tests/unit/osc/v2/test_pool.py (+13, -5)
octaviaclient/osc/v2/pool.py (+19, -0)
",-0.632746,-1.117827,-1.029264,-1.121375,0.654938,-0.347509,0.054464,0.317152,0.670187,0.161762,-0.346717,-0.292824,0.356857,0.447685,0.018555
openstack/octavia,Ib82014f92eecbcfd96a4219f2de307e5631486cb,0,0,0.125,3.5553,0.8235,3,7.5,148,0,Feature,0,0,0,8,0.009756,0.2,0,0.025,2,3,0,0.4677,1.1596,1.67,1.82,16.33,1,0,0.0,1,4.2286,0,0,0,0,0,"Remove deprecated status_update_threads option

It was marked for removal in the Stein cycle.
[SEP]
FILES CHANGED:
octavia/common/config.py (+0, -24)
etc/octavia.conf (+0, -4)
releasenotes/notes/remove-status_update_threads-85a8b0307a04c164.yaml (+6, -0)
",2.526986,-0.280909,0.290188,0.262957,-0.475129,0.795173,0.225818,-0.276251,0.428841,-0.078019,0.534747,0.025288,-0.940414,0.119783,0.287149
openstack/octavia-dashboard,If9c80e3d51e06e78231ed0dad595a45101e05580,0,0,0.0,0.6931,0.0,1,7.8,298,0,CI,0,0,0,2,0.166667,0.0435,0,0.0,0,1,0,0.1667,0.0,0.0,36.23,11.33,1,0,0.0,0,149.0,1,0,0,0,0,"Add py38 package metadata

Now that we are running the Victoria tests that include a
voting py38, we can now add the Python 3.8 metadata to the
package information to reflect that support.
[SEP]
FILES CHANGED:
setup.cfg (+1, -0)
",0.988832,-1.319162,0.099929,0.960144,0.011964,0.109736,0.244804,0.139284,-0.042444,0.562931,-0.801735,0.660799,-0.457273,-0.127504,0.387304
openstack/octavia,I05a541a77f254a77ad5036e1062b61c8ce93b754,0,0,0,3.4657,0.5484,1,12.0,194,0,Bug Fix,0,0,0,0,0.0,1.0,0,0.0,2,1,0,0.464,0.0,2.0,39.56,9.8,1,0,0.0,0,6.0625,0,0,0,0,0,"Fix getting user neutron client

Use token and endpoint URL to initialize neutron client for the
request user.

Story: 2007619
Task:  39641
[SEP]
FILES CHANGED:
octavia/common/clients.py (+14, -17)
",1.270866,-1.659736,-0.199891,-0.40964,-0.350905,0.50297,-1.031259,0.378512,0.59886,-0.596712,-0.388358,0.131237,0.263326,0.638808,-0.169999
openstack/octavia,Ie71db27dc383c93496c1dfd69f486a4fd02b597e,1,1,0,2.3026,0.1111,2,12.0,253,0,Bug Fix,0,0,0,0,0.0,0.0,0,0.0,4,2,0,0.4603,0.9911,3.0,63.06,12.58,1,0,0.0,1,25.3,1,6,0,1,0,"add the verify for the session

We run the octavia scenario test failed when the OpenStack env
enable TLS. So we need add the verify for the session.

Story: 2007662
Task:  39754
Closes-Bug: #1877818
[SEP]
FILES CHANGED:
octavia/certificates/common/auth/barbican_acl.py (+3, -1)
releasenotes/notes/fix-barbican-client-verfiy-689be1b9389bd1d8.yaml (+5, -0)
",0.964856,-1.947749,-0.500381,-0.787434,-0.906689,0.368068,-0.623441,0.182486,0.236109,-0.292375,0.055035,0.008396,0.186875,0.616747,0.094145
openstack/octavia,Idd176e40ccf2a79832a5c99140bd30e5e1f9c0d8,1,0,0.1111,5.1299,0.4643,22,10.75,307,0,Bug Fix,0,0,0,9,0.010539,1.0,0,0.1111,5,1,0,0.4646,3.8638,4.45,48.37,12.67,1,0,0.506,0,1.8166,0,0,0,0,0,"Fix E741 pep8 errors

E741 ambiguous variable name 'l'

Change 'l' to another variable in affected code.

Also had to set the latex_engine to 'xelatex' in doc/source/conf.py
in order to get past an openstackdocstheme change the broke the pdf
doc build.
[SEP]
FILES CHANGED:
octavia/tests/functional/api/v2/test_health_monitor.py (+2, -1)
octavia/api/v2/controllers/load_balancer.py (+10, -10)
octavia/controller/worker/v2/tasks/database_tasks.py (+4, -2)
octavia/tests/functional/api/v2/test_quotas.py (+16, -15)
octavia/db/models.py (+5, -5)
octavia/tests/functional/api/v2/test_amphora.py (+2, -1)
octavia/api/v2/controllers/health_monitor.py (+1, -1)
octavia/tests/functional/api/v2/test_l7policy.py (+2, -1)
octavia/amphorae/drivers/haproxy/rest_api_driver.py (+2, -2)
octavia/tests/functional/api/v2/test_pool.py (+2, -1)
octavia/amphorae/backends/agent/api_server/loadbalancer.py (+2, -2)
octavia/controller/worker/v1/tasks/database_tasks.py (+3, -2)
octavia/controller/worker/v2/controller_worker.py (+2, -2)
octavia/api/v2/controllers/pool.py (+1, -1)
octavia/tests/functional/api/v2/test_l7rule.py (+2, -1)
octavia/tests/functional/db/test_models.py (+4, -4)
octavia/api/v2/controllers/member.py (+2, -2)
octavia/tests/functional/api/v2/test_member.py (+2, -1)
octavia/network/drivers/neutron/allowed_address_pairs.py (+9, -9)
octavia/tests/functional/api/v2/test_load_balancer.py (+2, -1)
octavia/tests/functional/api/v2/test_listener.py (+13, -12)
octavia/amphorae/drivers/noop_driver/driver.py (+2, -2)
",-0.210243,-1.140351,-0.50564,-0.131703,-0.030564,-0.327755,0.173438,-0.293335,-0.167752,-0.003461,0.14294,-0.727144,-0.28139,0.291141,-0.021385
openstack/kolla-ansible,I1efd0154ebaee69373ae5bccd391ee9c68d09b30,1,1,0,3.6889,0.1026,4,15.21,1452,1,Bug Fix,0,0,0,0,0.0,0.0,0,0.0,4,3,0,0.4,1.5927,3.5,40.07,13.97,1,0,0.0,1,36.3,0,6,0,10,0,"Switch octavia to use service project in service_auth

Recently a patch [1] was merged to stop adding the octavia user to the
admin project, and remove it on upgrade. However, the octavia
configuration was not updated to use the service project, causing load
balancer creation to fail.

There is also an issue for existing deployments in simply switching to
the service project. While existing load balancers appear to continue to
work, creating new load balancers fails due to the security group
belonging to the admin project. At a minimum, the deployer needs to
create a security group in the service project, and update
'octavia_amp_secgroup_list' to match its ID. Ideally the flavor and
network would also be recreated in the service project, although this
does not seem to impact operation and will result in downtime for
existing Amphorae.

This change adds a new variable, 'octavia_service_auth_project', that
can be used to set the project. The default in Ussuri is 'service',
switching to the new behaviour. For backports of this patch it should be
switched to 'admin' to maintain compatibility.

If a deployer sets 'octavia_service_auth_project' to 'admin', the
octavia user will be assigned the admin role in the admin project, as
was done previously.

Closes-Bug: #1882643
Related-Bug: #1873176

[1] https://review.opendev.org/720243/

Co-Authored-By: Mark Goddard <mark@stackhpc.com>
[SEP]
FILES CHANGED:
ansible/roles/octavia/defaults/main.yml (+4, -0)
ansible/roles/octavia/tasks/register.yml (+14, -0)
releasenotes/notes/remove-octavia-user-in-admin-project-action-95c87ca45a1188d6.yaml (+16, -3)
ansible/roles/octavia/templates/octavia.conf.j2 (+1, -1)
",-3.436848,0.562703,3.738842,-0.497459,-0.487758,0.46547,-0.597233,-0.229652,0.022408,-0.282371,-0.22546,0.62451,-0.386088,-0.15635,0.065596
openstack/octavia-lib,I861f3305af18d112d51a1dc368a00e5fe763b788,0,0,0,1.3863,0.6667,2,5.38,741,0,Bug Fix,0,0,1,0,0.0,0.0476,1,0.0,0,1,0,0.0,0.9183,0.0,68.86,5.69,0,0,0.6667,0,185.25,0,0,0,0,0,"Fix hacking min version to 3.0.1

flake8 new release 3.8.0 added new checks and gate pep8
job start failing. hacking 3.0.1 fix the pinning of flake8 to
avoid bringing in a new version with new checks.

Though it is fixed in latest hacking but 2.0 and 3.0 has cap for
flake8 as <4.0.0 which mean flake8 new version 3.9.0 can also
break the pep8 job if new check are added.

To avoid similar gate break in future, we need to bump the hacking min
version.

Also removing the hacking and other related dep from lower-constraints file
as theose are blacklisted requirements and does not need to be present
there.

- http://lists.openstack.org/pipermail/openstack-discuss/2020-May/014828.html
[SEP]
FILES CHANGED:
test-requirements.txt (+1, -1)
lower-constraints.txt (+0, -1)
",-1.630726,-0.093579,2.024107,-0.45996,-0.480503,-0.276455,0.718674,0.257155,-0.272692,0.367572,-0.28301,0.067981,-0.233609,0.172007,0.342526
openstack/octavia,Id52745f4751a62c53afbde94038b18b614f9b2dd,0,0,0,2.8332,1.0,2,7.0,200,0,Feature,0,0,0,0,0.0,0.0417,0,0.0,0,1,0,0.4688,0.5436,0.0,18.44,16.13,0,0,0.0,0,11.7647,0,0,0,0,0,"Remove translation sections from setup.cfg

These translation sections are not needed anymore, Babel can
generate translation files without them.
[SEP]
FILES CHANGED:
babel.cfg (+0, -2)
setup.cfg (+0, -14)
",0.936382,-0.59221,-0.075966,0.882598,0.114239,0.298181,-0.433129,-0.80244,-0.668409,-0.035333,-0.09584,-0.00542,-0.242871,0.523707,-0.708947
openstack/octavia-dashboard,I96fc5ca23010958d68cf261793489580b57f3a4f,0,0,0.0,2.4849,0.6364,4,4.17,439,0,Feature,0,0,1,3,0.142857,0.16,0,0.0,3,3,0,0.1538,1.9363,0.75,28.33,10.47,0,0,0.1818,1,36.5833,0,0,0,0,0,"Switch to hacking 3.0

This patch update hacking version to 3.0.0[1]. In order to make code compatible
with new hacking rules line break before/after binary operator I have added
W504 into ignore list in tox.ini. It also drop flake8, hacking, django-babel,
and mox3 packages from lower-requirements.txt.

[1] http://lists.openstack.org/pipermail/openstack-discuss/2020-May/014828.html
[SEP]
FILES CHANGED:
octavia_dashboard/api/rest/lbaasv2.py (+1, -1)
test-requirements.txt (+1, -1)
lower-constraints.txt (+0, -4)
tox.ini (+2, -1)
",-1.231951,0.780372,-0.410559,0.009367,-0.642893,-0.59247,0.659035,0.402272,-0.295272,0.600247,0.210693,-0.273108,0.088922,0.18508,-0.086944
openstack/octavia,I0100aaa428477f011bd39a90dd4ec98199b4bebc,1,0,0.7647,2.7081,0.0714,1,15.4,519,0,Bug Fix,0,0,0,17,0.012753,0.0,0,0.0,4,1,0,0.4651,0.0,4.0,49.47,11.87,0,0,0.0,0,34.6,0,0,0,0,0,"Fix netcat option in udp_check.sh for CentOS/RHEL

-w (timeout) option doesn't do anything in nmap-ncat (default netcat in
CentOS/RHEL) for UDP datagrams, and nmap-ncat has a default idle timeout
set to 2 seconds.
We can get the same behavior as netcap-openbsd (Debian/Ubuntu) by
setting that idle timeout (-i) option to 1 second.

This commit detects the flavor of the netcat binary (nmap vs other) and
uses it to adapt the parameters.

Story: 2007688
Task: 39800
[SEP]
FILES CHANGED:
octavia/amphorae/backends/utils/udp_check.sh (+13, -1)
",-1.596897,-0.324569,0.307611,-0.000941,0.035507,-0.273897,0.054938,0.005661,-0.56407,-0.044031,0.382615,0.044106,0.40544,0.216843,-0.167019
openstack/octavia,Ida3acd6f3ba81facc929a4a2c3bd75c6971059c7,1,0,0.44,1.6094,0.0,1,13.5,214,0,Feature,0,0,0,75,0.003208,1.0,0,0.44,2,1,0,0.4692,0.0,2.0,36.47,12.81,0,0,0.0,0,42.8,0,0,0,0,0,"Add warning when running simple_server

This patch adds a warning log message that the Octavia API is being
run under simple_server.

Story: 2007702
Task: 39818
[SEP]
FILES CHANGED:
octavia/cmd/api.py (+4, -0)
",0.619648,-1.318226,-0.63917,-0.222936,-0.56019,0.502811,-1.084978,-0.078399,0.442895,-0.345143,0.103758,0.426101,-0.137092,0.525323,0.019803
openstack/kolla,I79af6c37950e156018a9204fbcc7417cd7d41012,1,0,0,1.6094,0.0,2,9.67,207,0,CI,1,0,0,0,0.0,0.0,0,0.0,2,2,0,1.0,0.8113,2.0,74.5,9.38,0,0,1.0,0,41.4,0,0,0,0,0,"CI: use wheels from infra mirror

If they are available then we do not need to build them. Especially
AArch64 jobs will speedup (once wheels are built).
[SEP]
FILES CHANGED:
tests/vars/zuul.yml (+3, -0)
tests/templates/template_overrides.j2 (+1, -0)
",2.1934,-1.224722,0.348748,-0.059403,-0.317088,0.231606,0.233213,-0.633996,-1.144361,-0.02663,-0.465521,-0.1136,0.249867,-0.010594,-0.434149
openstack/octavia,Ib0fc26877710dea423a5ebcf1f71077665404377,1,0,0.0,3.4012,0.0345,3,16.94,1736,0,Bug Fix,0,0,0,4,0.006441,0.0,0,0.0,4,2,0,0.4733,1.4158,2.67,43.54,14.75,1,0,0.5172,1,57.8667,0,0,0,0,0,"Workaround peer name starting with hyphen

The base64_sha_string method is used to set a base64-encoded peer name
in HAProxy. There are cases where the peer name can start with
an hypen which is troublesome when used in HAProxy CLI. Specifically,
HAProxy fails to reload when local peer name starts with '-x' [1]. When
this is the case, an amphora goes to provisioning status ERROR and later
is scheduled for failover by the Octavia Health Manager service. A new
amphora UUUID is assigned and base64 encoded, hopefully not starting
with '-x' again. However, this is far from being ideal -- we incur in a
dataplane disruption (single topology) or reduce HA capabilities
(active-standby topology) for some time.

Four possible options:

a) add prefix to peer name
b) change b64encode altchars
c) quote peer name in haproxy CLI command
d) substitute first character if hyphen

Option a) and b) are not backward compatible with running amphorae. Peer
names of existing amphorae that do not start with hypen but contain
hyphen at any other position would get different peer names.

Option c) would nonetheless still require an amphora image update to add
quotes in the HAProxy init service file. Continuing to generate peer
names with hyphens at begininng of the string is avoidable and
recommended.

Option d), while also requiring an amphora image update, it would get
rid of hyphens in begining of the peer names. It is also backward
compatible with all running amphorae, except for those starting with
hyphen but are broken anyways.

This patch takes option d). It substitutes hyphen with 'x' character.

[1] https://github.com/haproxy/haproxy/issues/644

Task: 39850
Story: 2007714
[SEP]
FILES CHANGED:
octavia/common/utils.py (+3, -1)
releasenotes/notes/fix-peer-name-prefix-hypen-e74a87e9a01b4f4c.yaml (+10, -0)
octavia/tests/unit/common/test_utils.py (+15, -0)
",-2.802595,-0.182551,3.968408,-1.032728,-0.128125,0.437316,-0.79861,-0.47258,-0.313464,0.011978,-0.702217,0.531245,-0.049235,-0.149565,-0.097772
openstack/octavia,I2816360b59f82c996038929ed6e90b744feb3f75,0,0,0.0,1.6094,0.5,2,3.8,524,0,Feature,0,0,1,1,0.02439,0.0526,1,0.0,0,1,0,0.4773,1.0,0.0,10.03,11.34,1,0,0.0,0,104.8,0,0,0,0,0,"Cap jsonschema 3.2.0 as the minimal version

Previous versions of jsonschema (<3.2.0) doesn't support python 3.8 [1].
Python 3.8 is part of the victoria supported runtimes [2] so we now force
to use jsonschema version 3.2.0 to avoid issues, remove ambiguity and ensure
that everything works with python 3 in general.

[1] https://github.com/Julian/jsonschema/pull/627
[2] https://governance.openstack.org/tc/reference/runtimes/victoria.html#python-runtimes-for-victoria
[SEP]
FILES CHANGED:
requirements.txt (+1, -1)
lower-constraints.txt (+1, -1)
",-2.476829,1.946271,0.123365,0.459826,-0.047234,-0.076944,0.41218,0.17733,-0.517022,0.59032,-0.017907,0.240445,-0.307658,-0.17263,0.161627
openstack/octavia,I6543fe5caf539c9b1167a7c58984b3474879e1de,1,0,0,1.0986,0.5,1,11.0,120,0,Bug Fix,0,0,0,0,0.0,0.5,0,0.0,2,1,0,0.4737,0.0,2.0,26.47,11.67,1,0,0.0,0,40.0,0,0,0,0,0,"Fixed a bug: replace 'startwith' with 'startswith'

story: 2007734
[SEP]
FILES CHANGED:
octavia/common/clients.py (+1, -1)
",1.508813,1.093473,-0.334305,-0.366261,0.329028,0.918284,-0.565732,-1.071282,0.185157,-0.033147,0.250664,-0.492081,-0.093878,0.091976,0.147613
openstack/octavia,I59d94bc9743b04674caca3ffcb8fc91ba803298c,0,0,0,2.1972,0.5,2,4.0,66,0,Bug Fix,0,0,0,0,0.0,0.5,0,0.0,5,1,0,0.4776,1.0,5.0,-8.72,21.6,1,0,0.0,0,7.3333,0,0,0,0,0,"trivial fix
[SEP]
FILES CHANGED:
octavia/controller/worker/v2/tasks/amphora_driver_tasks.py (+2, -2)
octavia/controller/worker/v1/tasks/amphora_driver_tasks.py (+2, -2)
",3.218612,1.921313,2.323696,-0.520868,-0.312024,1.942817,0.519424,-1.220744,0.609644,1.07846,0.35584,0.457493,0.082681,-0.450616,0.604503
openstack/octavia,I925cc05981e677c0552b18f845fdbc512d2af22c,0,0,0.4474,4.0775,0.4138,8,6.0,531,0,Doc,0,0,0,76,0.003251,0.4444,0,0.1988,3,5,0,0.4741,2.6742,1.75,16.16,13.31,0,0,0.0,1,9.0,0,0,0,0,0,"Switch oslo.policy over to yaml

Oslo.policy is moving away from using json format policy files[1].

This patch updates the Octavia documentation, policy configuration file, and
legacy admin-or-owner policy file to be in yaml format.

Octavia will continue to honor and support the json format file as long
as oslo.policy does, but this patch will encourage new deployments
to use the yaml format.

[1] https://docs.openstack.org/oslo.policy/latest/admin/policy-json-file.html
[SEP]
FILES CHANGED:
etc/policy/README.rst (+3, -3)
etc/policy/octavia-policy-generator.conf (+2, -2)
specs/template.rst (+1, -1)
devstack/plugin.sh (+1, -1)
etc/policy/admin_or_owner-policy.json (+0, -11)
doc/source/configuration/policy.rst (+6, -3)
tools/misc-sanity-checks.sh (+3, -3)
etc/policy/admin_or_owner-policy.yaml (+18, -0)
",-1.418112,0.577236,0.396393,0.821936,-0.361269,-0.486505,0.53834,0.404841,0.12107,0.172661,0.142763,0.111555,-0.206405,0.124335,-0.214112
openstack/python-octaviaclient,I8d1d62e00e90e6f295d4985f6973d49394e6f851,1,0,0.0,0.6931,0.0,1,12.0,127,0,Feature,0,0,0,1,0.03125,0.1111,0,0.0,3,1,0,0.0667,0.0,3.0,11.36,14.8,1,0,0.0,0,63.5,0,0,0,0,0,"Show operating_status in listing LB output

Story: #2007746
Task: #39924
[SEP]
FILES CHANGED:
octaviaclient/osc/v2/constants.py (+1, -0)
",1.942059,0.412754,-0.565938,-0.679287,-0.108125,1.198196,-0.752085,0.069732,0.783873,-0.489739,0.348162,0.011799,0.139181,0.486938,0.009127
openstack/octavia,I193ba2193f24e6deac473423310b81a029e15e22,0,0,0.0,1.0986,1.0,1,5.62,988,0,Doc,0,0,0,2,0.044444,1.0,0,0.0,4,1,0,0.4706,0.0,4.0,28.35,11.06,1,0,0.0,0,329.3333,0,0,0,0,0,"Stop to use the __future__ module.

The __future__ module [1] was used in this context to ensure compatibility
between python 2 and python 3.

We previously dropped the support of python 2.7 [2] and now we only support
python 3 so we don't need to continue to use this module and the imports
listed below.

Imports commonly used and their related PEPs:
- `division` is related to PEP 238 [3]
- `print_function` is related to PEP 3105 [4]
- `unicode_literals` is related to PEP 3112 [5]
- `with_statement` is related to PEP 343 [6]
- `absolute_import` is related to PEP 328 [7]

[1] https://docs.python.org/3/library/__future__.html
[2] https://governance.openstack.org/tc/goals/selected/ussuri/drop-py27.html
[3] https://www.python.org/dev/peps/pep-0238
[4] https://www.python.org/dev/peps/pep-3105
[5] https://www.python.org/dev/peps/pep-3112
[6] https://www.python.org/dev/peps/pep-0343
[7] https://www.python.org/dev/peps/pep-0328
[SEP]
FILES CHANGED:
octavia/db/migration/alembic_migrations/env.py (+0, -2)
",-4.156206,4.417057,2.768824,-0.05113,-0.228029,0.843409,-0.585699,-0.438101,-0.632631,0.310033,-0.454838,0.051598,0.116099,0.223155,-0.222877
openstack/oslo.messaging,I68dde630571b5c1aca1cd942c1a4fe4a16c8129e,0,0,0.0,1.6094,0.75,1,5.0,821,0,Bug Fix,0,0,0,3,0.06383,0.0,0,0.0,2,1,0,0,0.0,2.0,9.3,9.5,1,0,0.0,0,164.2,0,0,0,0,0,"Stop to define `TCP_USER_TIMEOUT` and socket constant

TCP_USER_TIMEOUT was introduced [1] few years ago to ensure that
timeouts are respected and also because our code supported python 2.7
where the socket module don't defined few constants.

This constant is now supported since python 3.6 [2][3] so prefer to use this
module constant.

At the begining this constant were used all the time [4] but now we
don't need her anymore.

[1] https://github.com/openstack/oslo.messaging/commit/98bc5fc2fadce089b6f47421929651606e5e9ab6
[2] https://bugs.python.org/issue26273
[3] https://docs.python.org/3.8/library/socket.html#constants
[4] https://github.com/openstack/oslo.messaging/commit/98bc5fc2fadce089b6f47421929651606e5e9ab6#diff-0dabf284596ae79f183fc9eee20b4d9cR870
[SEP]
FILES CHANGED:
oslo_messaging/_drivers/impl_rabbit.py (+1, -3)
",-4.444123,2.75363,2.176086,-1.195199,0.343618,0.591582,-0.207597,-0.412028,-0.274468,0.516951,-0.313371,-0.001066,-0.189926,-0.119266,0.035084
openstack/kolla,Ieca15bdb315d52e9547d798df11641ef36485b26,1,0,0,2.0794,0.4286,1,10.0,1022,0,Bug Fix,0,0,0,0,0.0,0.0,0,0.0,2,1,0,1.0,0.0,2.0,-30.89,21.2,0,0,0.0,0,127.75,0,0,0,0,0,"Fix horizon debian binary docker image

Debian packages are different from ubuntu packages.
Differencies in /etc/openstack-dashboard:
  - Symlinking {{ python_path }}/openstack_dashboard/local/enabled/ -> /etc/openstack-dashboard/enabled
  - Symlinking {{ python_path }}/openstack_dashboard/local_settings.d/ -> /etc/openstack-dashboard/local_settings.d
  - Symlinking {{ python_path }}/openstack_dashboard/conf/ -> /etc/openstack-dashboard/policy

Every dashboard-plugin debian package is copying his policy files, local_settings, enabled to above locations.
Every dashboard-plugin is triggering dpkg and collect-static, compress is done by openstack-dashboard package.
Kolla has to remove all these debian package's configs and provide kolla configs.
Move also /etc/openstack-dashboard/policy to standard location and delete symlink as kolla-ansible is overriding
default policy files path to /etc/openstack-dashboard/.

Depends-On: https://review.opendev.org/733612
[SEP]
FILES CHANGED:
docker/horizon/Dockerfile.j2 (+4, -3)
",-4.47347,2.892757,1.982175,0.298417,0.805258,-0.323586,-0.424144,0.144437,-0.737102,-0.64003,-0.147181,-0.03556,0.14747,0.413354,0.015241
